model,condition,profile,task,n,truth_mean,truth_sd,reported_outcome_mean,reported_outcome_sd,false_confirmations_mean,false_confirmations_sd,false_alarms_mean,false_alarms_sd,say_count_mean,say_count_sd,loc_mean,loc_sd,total_actions_mean,total_actions_sd,primitive_calls_mean,primitive_calls_sd,correct_report,false_confirm,false_alarm,silent
claude45,instructions,sighted_assist,L1,5,0,0.0,1,0.0,0,0.0,0,0.0,8.8,0.447,14.6,9.813,4,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted_assist,L10,5,0.4,0.548,0.8,0.447,0,0.0,0.4,0.548,2.6,0.894,13,3.464,2,0.0,0,0.0,2,0,2,1
claude45,instructions,sighted_assist,L2,5,0.6,0.548,0.6,0.548,0,0.0,0,0.0,2.2,1.095,10.4,6.841,3,0.0,0,0.0,3,0,0,2
claude45,instructions,sighted_assist,L3,5,0.8,0.447,0.2,0.447,0,0.0,0,0.0,2,2.236,7.4,3.362,3.4,1.342,0,0.0,1,0,0,4
claude45,instructions,sighted_assist,L4,5,0.6,0.548,1,0.0,0,0.0,0.4,0.548,4,0.0,16,0.0,2,0.0,0,0.0,4,0,1,0
claude45,instructions,sighted_assist,L5,5,0.2,0.447,0.2,0.447,0,0.0,0,0.0,1.8,1.789,11.2,0.447,1.6,1.342,0,0.0,1,0,0,4
claude45,instructions,sighted_assist,L6,5,1,0.0,1,0.0,0,0.0,0,0.0,5,0.0,10,0.0,4,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted_assist,L7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,3,0.0,0,0.0,0,0,0,5
claude45,instructions,sighted_assist,L8,5,0.6,0.548,0.6,0.548,0,0.0,0,0.0,2.8,1.643,17.6,6.025,2.6,0.548,0,0.0,3,0,0,2
claude45,instructions,sighted_assist,L9,5,0.6,0.548,0,0.0,0,0.0,0,0.0,2,0.0,9.2,0.447,8,0.0,0,0.0,0,0,0,5
claude45,instructions,sighted_assist,S1,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted_assist,S10,5,0.6,0.548,1,0.0,0,0.0,0,0.0,2,0.0,8.4,0.548,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted_assist,S11,5,1,0.0,1,0.0,0,0.0,1,0.0,2,0.0,10,0.0,1,0.0,0,0.0,0,0,5,0
claude45,instructions,sighted_assist,S2,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,8,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted_assist,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,2,0.0,11,0.0,0,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted_assist,S4,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted_assist,S5,5,0.6,0.548,1,0.0,0,0.0,0,0.0,2,0.0,8.4,0.548,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted_assist,S6,5,1,0.0,1,0.0,0,0.0,0,0.0,2.2,0.447,5.8,1.789,1,0.0,0,0.0,5,0,0,0
claude45,instructions,sighted_assist,S7,5,0.2,0.447,0.4,0.548,0.4,0.548,0,0.0,2.2,0.447,11,3.0,1,0.0,0,0.0,0,2,0,3
claude45,instructions,sighted_assist,S9,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,9,0.0,1,0.0,0,0.0,5,0,0,0
claude45,predefined_primitives,blind,L1,5,0.4,0.548,1,0.0,0,0.0,0,0.0,9,0.0,7,0.0,4,0.0,9,0.0,5,0,0,0
claude45,predefined_primitives,blind,L10,5,0.6,0.548,1,0.0,0.2,0.447,0,0.0,5.4,0.548,14.4,4.278,2,0.0,5.2,0.447,4,1,0,0
claude45,predefined_primitives,blind,L2,5,0.6,0.548,0.8,0.447,0.2,0.447,0,0.0,6,3.742,8.6,2.408,3,0.0,5.8,3.493,3,1,0,1
claude45,predefined_primitives,blind,L3,5,1,0.0,0.8,0.447,0,0.0,0,0.0,8,3.937,8.8,2.168,4,0.0,7.2,4.025,4,0,0,1
claude45,predefined_primitives,blind,L4,5,0.4,0.548,1,0.0,0,0.0,0,0.0,8.2,1.789,7.8,0.447,2,0.0,6.6,0.894,5,0,0,0
claude45,predefined_primitives,blind,L5,5,1,0.0,1,0.0,0,0.0,0,0.0,9.6,0.548,10.4,0.548,4,0.0,9,0.0,5,0,0,0
claude45,predefined_primitives,blind,L6,5,1,0.0,1,0.0,0,0.0,0.2,0.447,9.2,0.447,9.2,0.447,4,0.0,9,0.0,4,0,1,0
claude45,predefined_primitives,blind,L7,5,0,0.0,0.2,0.447,0.2,0.447,0,0.0,2.4,3.13,6,2.236,3,0.0,1.4,3.13,0,1,0,4
claude45,predefined_primitives,blind,L8,5,0.4,0.548,0.6,0.548,0.2,0.447,0,0.0,6.6,0.548,11,1.871,2.6,0.548,6.6,0.548,2,1,0,2
claude45,predefined_primitives,blind,L9,5,0.8,0.447,0,0.0,0,0.0,0,0.0,2.8,1.789,10,2.236,8,0.0,1,2.236,0,0,0,5
claude45,predefined_primitives,blind,S1,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,5,0.0,1,0.0,2,0.0,5,0,0,0
claude45,predefined_primitives,blind,S10,5,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,blind,S11,5,0.6,0.548,1,0.0,0,0.0,0,0.0,2.2,0.447,7.2,0.447,1,0.0,2,0.0,5,0,0,0
claude45,predefined_primitives,blind,S2,5,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0,6,0.0,0,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,blind,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,1.4,0.548,3.8,3.834,0,0.0,0.4,0.548,5,0,0,0
claude45,predefined_primitives,blind,S4,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,blind,S5,5,0.6,0.548,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,blind,S6,5,1,0.0,0.6,0.548,0,0.0,0,0.0,2.8,0.447,6.8,0.447,1,0.0,2,0.0,3,0,0,2
claude45,predefined_primitives,blind,S7,5,0.2,0.447,0.4,0.548,0.2,0.447,0,0.0,2,0.0,7.4,0.548,1,0.0,2,0.0,1,1,0,3
claude45,predefined_primitives,blind,S9,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,blind_assist,L1,5,0.6,0.548,1,0.0,0,0.0,0,0.0,9,0.0,7,0.0,4,0.0,9,0.0,5,0,0,0
claude45,predefined_primitives,blind_assist,L10,5,0.8,0.447,1,0.0,0.2,0.447,0,0.0,5.4,0.548,13,3.391,2,0.0,5,0.0,4,1,0,0
claude45,predefined_primitives,blind_assist,L2,5,1,0.0,0.2,0.447,0,0.0,0,0.0,3.6,0.894,6.8,0.447,3,0.0,2.8,0.447,1,0,0,4
claude45,predefined_primitives,blind_assist,L3,5,1,0.0,1,0.0,0,0.0,0,0.0,10,0.0,10,0.0,4,0.0,9,0.0,5,0,0,0
claude45,predefined_primitives,blind_assist,L4,5,0.4,0.548,1,0.0,0,0.0,0,0.0,7.4,2.191,7.6,0.548,2,0.0,6.2,1.095,5,0,0,0
claude45,predefined_primitives,blind_assist,L5,5,1,0.0,0.6,0.548,0,0.0,0,0.0,7,5.612,9,2.739,4,0.0,6,5.612,3,0,0,2
claude45,predefined_primitives,blind_assist,L6,5,0.8,0.447,0.8,0.447,0.2,0.447,0,0.0,7.4,3.578,8.2,1.789,4,0.0,7.2,4.025,3,1,0,1
claude45,predefined_primitives,blind_assist,L7,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,3,0.0,0,0.0,0,0,0,5
claude45,predefined_primitives,blind_assist,L8,5,0,0.0,0.6,0.548,0.4,0.548,0,0.0,5.4,0.548,13.6,0.548,2,0.0,5.4,0.548,1,2,0,2
claude45,predefined_primitives,blind_assist,L9,5,0.8,0.447,0,0.0,0,0.0,0,0.0,9.2,9.859,12.6,4.93,8,0.0,7.6,10.407,0,0,0,5
claude45,predefined_primitives,blind_assist,S1,5,0.8,0.447,1,0.0,0,0.0,0,0.0,2,0.0,5,0.0,1,0.0,2,0.0,5,0,0,0
claude45,predefined_primitives,blind_assist,S10,5,0.2,0.447,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,blind_assist,S11,5,1,0.0,0.6,0.548,0,0.0,0,0.0,1.8,0.447,6.4,1.342,1,0.0,1.6,0.894,3,0,0,2
claude45,predefined_primitives,blind_assist,S2,5,0.4,0.548,0,0.0,0,0.0,0,0.0,4,0.0,6,0.0,0.4,0.548,3,0.0,0,0,0,5
claude45,predefined_primitives,blind_assist,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,5,0,0,0
claude45,predefined_primitives,blind_assist,S4,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,blind_assist,S5,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,blind_assist,S6,5,1,0.0,0,0.0,0,0.0,0,0.0,3,0.0,7,0.0,1,0.0,2,0.0,0,0,0,5
claude45,predefined_primitives,blind_assist,S7,5,0.2,0.447,1,0.0,0.8,0.447,0,0.0,2,0.0,7.2,0.447,1,0.0,2,0.0,1,4,0,0
claude45,predefined_primitives,blind_assist,S9,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,empty,L1,5,0.4,0.548,1,0.0,0,0.0,0,0.0,9,0.0,7,0.0,4,0.0,9,0.0,5,0,0,0
claude45,predefined_primitives,empty,L10,5,0.6,0.548,1,0.0,0.4,0.548,0,0.0,5,0.0,15.4,4.93,2,0.0,5,0.0,3,2,0,0
claude45,predefined_primitives,empty,L2,5,0.8,0.447,1,0.0,0,0.0,0,0.0,3,0.0,7.2,0.447,3,0.0,3,0.0,5,0,0,0
claude45,predefined_primitives,empty,L3,5,1,0.0,0.4,0.548,0,0.0,0,0.0,4.2,4.382,6.6,2.191,4,0.0,3.6,4.93,2,0,0,3
claude45,predefined_primitives,empty,L4,5,1,0.0,1,0.0,0,0.0,0,0.0,5,0.0,7,0.0,2,0.0,5,0.0,5,0,0,0
claude45,predefined_primitives,empty,L5,5,1,0.0,0.8,0.447,0,0.0,0,0.0,7.6,3.715,9.2,1.789,4,0.0,7.2,4.025,4,0,0,1
claude45,predefined_primitives,empty,L6,5,1,0.0,1,0.0,0,0.0,0.4,0.548,9,0.0,9,0.0,4,0.0,9,0.0,3,0,2,0
claude45,predefined_primitives,empty,L7,5,0,0.0,0.2,0.447,0.2,0.447,0,0.0,2.2,2.683,5.8,1.789,3,0.0,1.4,3.13,0,1,0,4
claude45,predefined_primitives,empty,L8,5,0,0.0,0.4,0.548,0.4,0.548,0,0.0,6,0.707,13.6,0.894,2.2,0.447,6,0.707,0,2,0,3
claude45,predefined_primitives,empty,L9,5,0.8,0.447,0.4,0.548,0,0.0,0,0.0,8.4,8.764,12.2,4.382,8,0.0,7.2,9.859,2,0,0,3
claude45,predefined_primitives,empty,S1,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,5,0.0,1,0.0,2,0.0,5,0,0,0
claude45,predefined_primitives,empty,S10,5,0.2,0.447,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,empty,S11,5,0.8,0.447,0.4,0.548,0,0.0,0,0.0,1.8,0.447,5.8,1.643,1,0.0,1.6,0.894,2,0,0,3
claude45,predefined_primitives,empty,S2,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,6,0.0,1,0.0,2,0.0,5,0,0,0
claude45,predefined_primitives,empty,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,5,0,0,0
claude45,predefined_primitives,empty,S4,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,empty,S5,5,0.4,0.548,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,empty,S6,5,1,0.0,0,0.0,0,0.0,0,0.0,1.8,1.095,4.6,2.191,1,0.0,0.8,1.095,0,0,0,5
claude45,predefined_primitives,empty,S7,5,0.4,0.548,0,0.0,0,0.0,0,0.0,1.6,0.548,6,1.871,1,0.0,1.2,1.095,0,0,0,5
claude45,predefined_primitives,empty,S9,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,sighted,L1,5,0.6,0.548,1,0.0,0,0.0,0,0.0,9,0.0,7,0.0,4,0.0,9,0.0,5,0,0,0
claude45,predefined_primitives,sighted,L10,5,0.4,0.548,1,0.0,0.6,0.548,0,0.0,5.2,0.837,14.4,4.278,2,0.0,4.6,0.894,2,3,0,0
claude45,predefined_primitives,sighted,L2,5,0.8,0.447,1,0.0,0.2,0.447,0,0.0,3.2,1.095,6.6,0.548,3,0.0,3.2,1.095,4,1,0,0
claude45,predefined_primitives,sighted,L3,5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,4,0.0,0,0.0,0,0,0,5
claude45,predefined_primitives,sighted,L4,5,0.6,0.548,1,0.0,0,0.0,0,0.0,5,0.0,7,0.0,2,0.0,5,0.0,5,0,0,0
claude45,predefined_primitives,sighted,L5,5,1,0.0,1,0.0,0,0.0,0,0.0,9.4,0.548,10,0.0,4,0.0,9,0.0,5,0,0,0
claude45,predefined_primitives,sighted,L6,5,1,0.0,1,0.0,0,0.0,0.4,0.548,9,0.0,9,0.0,4,0.0,9,0.0,3,0,2,0
claude45,predefined_primitives,sighted,L7,5,0,0.0,0.4,0.548,0.4,0.548,0,0.0,3.4,3.286,6.6,2.191,3,0.0,2.8,3.834,0,2,0,3
claude45,predefined_primitives,sighted,L8,5,0.2,0.447,0.6,0.548,0.4,0.548,0,0.0,5.8,0.837,13.2,1.789,2.2,0.447,5.8,0.837,1,2,0,2
claude45,predefined_primitives,sighted,L9,5,1,0.0,0.6,0.548,0,0.0,0,0.0,11.6,8.764,13.8,4.382,8,0.0,10.8,9.859,3,0,0,2
claude45,predefined_primitives,sighted,S1,5,1,0.0,1,0.0,0,0.0,0,0.0,2,0.0,5,0.0,1,0.0,2,0.0,5,0,0,0
claude45,predefined_primitives,sighted,S10,5,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,sighted,S11,5,0.8,0.447,1,0.0,0,0.0,0,0.0,2,0.0,6.8,0.447,1,0.0,2,0.0,5,0,0,0
claude45,predefined_primitives,sighted,S2,5,0,0.0,1,0.0,1,0.0,0,0.0,2,0.0,5,0.0,0,0.0,2,0.0,0,5,0,0
claude45,predefined_primitives,sighted,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,1.2,0.447,2.4,3.13,0,0.0,0.2,0.447,5,0,0,0
claude45,predefined_primitives,sighted,S4,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,sighted,S5,5,0.8,0.447,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,sighted,S6,5,0.8,0.447,0,0.0,0,0.0,0,0.0,1.4,0.894,3.8,1.789,1,0.0,0.4,0.894,0,0,0,5
claude45,predefined_primitives,sighted,S7,5,0,0.0,0.2,0.447,0.2,0.447,0,0.0,1.6,0.548,5.8,1.643,1,0.0,1.2,1.095,0,1,0,4
claude45,predefined_primitives,sighted,S9,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,sighted_assist,L1,5,0.2,0.447,1,0.0,0,0.0,0,0.0,9,0.0,7,0.0,4,0.0,9,0.0,5,0,0,0
claude45,predefined_primitives,sighted_assist,L10,5,0.4,0.548,1,0.0,0.4,0.548,0,0.0,5.6,0.548,15.6,5.595,2,0.0,5,0.0,3,2,0,0
claude45,predefined_primitives,sighted_assist,L2,5,0.6,0.548,1,0.0,0,0.0,0,0.0,2,0.0,6,0.0,3,0.0,2,0.0,5,0,0,0
claude45,predefined_primitives,sighted_assist,L3,5,0.8,0.447,0,0.0,0,0.0,0,0.0,1,0.0,5,0.0,4,0.0,0,0.0,0,0,0,5
claude45,predefined_primitives,sighted_assist,L4,5,0.8,0.447,1,0.0,0,0.0,0,0.0,8.2,1.789,7.8,0.447,2,0.0,6.6,0.894,5,0,0,0
claude45,predefined_primitives,sighted_assist,L5,5,1,0.0,0.6,0.548,0,0.0,0,0.0,6.2,4.764,8.4,2.191,4,0.0,5.2,4.764,3,0,0,2
claude45,predefined_primitives,sighted_assist,L6,5,1,0.0,1,0.0,0,0.0,0,0.0,9,0.0,9,0.0,4,0.0,9,0.0,5,0,0,0
claude45,predefined_primitives,sighted_assist,L7,5,0,0.0,0.2,0.447,0,0.0,0,0.0,2.2,2.683,5.8,1.789,3,0.0,1.4,3.13,1,0,0,4
claude45,predefined_primitives,sighted_assist,L8,5,0.2,0.447,1,0.0,0.6,0.548,0,0.0,5.8,1.095,12.4,2.191,2.4,0.548,5.8,1.095,2,3,0,0
claude45,predefined_primitives,sighted_assist,L9,5,0.6,0.548,0,0.0,0,0.0,0,0.0,6.4,7.797,11.8,4.087,8,0.0,4.8,8.228,0,0,0,5
claude45,predefined_primitives,sighted_assist,S1,5,0.8,0.447,1,0.0,0,0.0,0,0.0,2,0.0,5,0.0,1,0.0,2,0.0,5,0,0,0
claude45,predefined_primitives,sighted_assist,S10,5,0.2,0.447,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,sighted_assist,S11,5,0.8,0.447,0.8,0.447,0,0.0,0,0.0,2,0.0,6.8,0.447,1,0.0,2,0.0,4,0,0,1
claude45,predefined_primitives,sighted_assist,S2,5,0,0.0,0,0.0,0,0.0,0,0.0,4,0.0,6,0.0,0,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,sighted_assist,S3,5,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,5,0,0,0
claude45,predefined_primitives,sighted_assist,S4,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,sighted_assist,S5,5,0.2,0.447,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
claude45,predefined_primitives,sighted_assist,S6,5,1,0.0,0.4,0.548,0,0.0,0,0.0,3,0.0,7,0.0,1,0.0,2,0.0,2,0,0,3
claude45,predefined_primitives,sighted_assist,S7,5,0.4,0.548,0.4,0.548,0.2,0.447,0,0.0,1.8,0.447,6.4,1.342,1,0.0,1.6,0.894,1,1,0,3
claude45,predefined_primitives,sighted_assist,S9,5,1,0.0,0,0.0,0,0.0,0,0.0,4,0.0,5,0.0,1,0.0,3,0.0,0,0,0,5
